Data,CASI,VARIAZIONI,1,2,3,4,5,Regione
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-ott,15,8,0,0,0,0,0,Puglia
2-ott,15,3.6,0,0,0,0,0,Puglia
3-ott,16,27.3,0,0,0,0,0,Puglia
4-ott,18,35.3,0,0,0,0,0,Puglia
5-ott,18,31.7,0,0,0,0,0,Puglia
6-ott,19,35,0,0,0,0,0,Puglia
7-ott,21,50.1,0,0,0,0,0,Puglia
8-ott,25,62.2,0,0,0,0,0,Puglia
9-ott,29,97.9,0,0,0,0,0,Puglia
10-ott,31,90.8,0,0,0,0,0,Puglia
11-ott,33,79.2,0,0,0,0,0,Puglia
12-ott,34,91.5,0,0,0,0,0,Puglia
13-ott,36,93.8,0,0,0,0,0,Puglia
14-ott,39,85.5,0,0,0,0,0,Puglia
15-ott,40,60.7,0,0,0,0,0,Puglia
16-ott,41,41.4,0,0,0,0,0,Puglia
17-ott,45,46.6,0,0,0,0,0,Puglia
18-ott,48,46.6,0,0,0,0,0,Puglia
19-ott,52,50.7,0,0,0,0,0,Puglia
20-ott,55,50.9,0,0,0,0,0,Puglia
21-ott,55,39.9,0,0,0,0,0,Puglia
22-ott,61,53.7,0,0,0,0,0,Puglia
23-ott,68,64.8,0,0,0,0,0,Puglia
24-ott,75,65.2,0,0,0,0,0,Puglia
25-ott,80,68.8,0,0,0,0,0,Puglia
26-ott,83,60.2,0,0,0,0,0,Puglia
27-ott,91,66.4,0,0,0,0,0,Puglia
28-ott,103,86.4,0,0,0,0,0,Puglia
29-ott,108,78.3,0,0,0,0,0,Puglia
30-ott,114,67.3,0,0,0,0,0,Puglia
31-ott,117,55.8,0,0,0,0,0,Puglia
1-nov,121,50.5,0,0,0,0,0,Puglia
2-nov,126,51.9,0,0,0,0,0,Puglia
3-nov,140,53.9,0,0,0,0,0,Puglia
4-nov,146,42.3,0,0,0,0,0,Puglia
5-nov,149,37.7,0,0,0,0,0,Puglia
6-nov,153,35,0,100,0,0,0,Puglia
7-nov,161,37.5,0,100,0,0,0,Puglia
8-nov,163,34.5,0,100,0,0,0,Puglia
9-nov,166,31.2,0,100,0,0,0,Puglia
10-nov,168,19.5,0,100,0,0,0,Puglia
11-nov,176,20.8,0,100,0,0,0,Puglia
12-nov,191,28,0,100,0,0,0,Puglia
13-nov,201,31.4,0,100,0,0,0,Puglia
14-nov,219,36.2,0,100,0,0,0,Puglia
15-nov,222,36.5,0,100,0,0,0,Puglia
16-nov,230,39.2,0,100,0,0,0,Puglia
17-nov,230,37.3,0,100,0,0,0,Puglia
18-nov,231,31.1,0,100,0,0,0,Puglia
19-nov,227,18.6,0,100,0,0,0,Puglia
20-nov,229,13.9,0,100,0,0,0,Puglia
21-nov,220,0.6,0,100,0,0,0,Puglia
22-nov,231,3.8,0,100,0,0,0,Puglia
23-nov,229,-0.5,0,100,0,0,0,Puglia
24-nov,238,3.3,0,100,0,0,0,Puglia
25-nov,241,4.5,0,100,0,0,0,Puglia
26-nov,246,8.4,0,100,0,0,0,Puglia
27-nov,253,10.3,0,100,0,0,0,Puglia
28-nov,258,17.2,0,100,0,0,0,Puglia
29-nov,247,7.1,0,100,0,0,0,Puglia
30-nov,250,9.2,0,100,0,0,0,Puglia
1-dic,253,6.3,0,100,0,0,0,Puglia
2-dic,257,6.3,0,100,0,0,0,Puglia
3-dic,261,6.2,0,100,0,0,0,Puglia
4-dic,253,-0.1,0,100,0,0,0,Puglia
5-dic,261,1.1,0,100,0,0,0,Puglia
6-dic,283,14.5,0,0,100,0,0,Puglia
7-dic,281,12.1,0,0,100,0,0,Puglia
8-dic,262,3.6,0,0,100,0,0,Puglia
9-dic,243,-5.5,0,0,100,0,0,Puglia
10-dic,236,-9.7,0,0,100,0,0,Puglia
11-dic,246,-2.8,0,0,100,0,0,Puglia
12-dic,235,-9.7,0,0,100,0,0,Puglia
13-dic,220,-22.4,0,0,100,0,0,Puglia
14-dic,211,-24.8,0,0,100,0,0,Puglia
15-dic,214,-18.3,0,0,100,0,0,Puglia
16-dic,226,-6.9,0,0,100,0,0,Puglia
17-dic,219,-7,0,0,100,0,0,Puglia
18-dic,206,-16,0,0,100,0,0,Puglia
19-dic,204,-13.3,0,0,100,0,0,Puglia
20-dic,194,-11.6,0,0,100,0,0,Puglia
21-dic,198,-6.4,0,0,100,0,0,Puglia
22-dic,194,-9.3,0,0,100,0,0,Puglia
23-dic,182,-19.2,0,0,100,0,0,Puglia
24-dic,192,-12.3,100,0,0,0,0,Puglia
25-dic,185,-10.6,100,0,0,0,0,Puglia
26-dic,163,-20,100,0,0,0,0,Puglia
27-dic,149,-23.4,100,0,0,0,0,Puglia
28-dic,145,-26.6,0,100,0,0,0,Puglia
29-dic,142,-26.8,0,100,0,0,0,Puglia
30-dic,155,-14.9,0,100,0,0,0,Puglia
31-dic,160,-16.6,100,0,0,0,0,Puglia
1-gen,170,-7.8,100,0,0,0,0,Puglia
2-gen,165,1.2,100,0,0,0,0,Puglia
3-gen,184,23.5,100,0,0,0,0,Puglia
4-gen,183,26.4,0,100,0,0,0,Puglia
5-gen,192,35.2,100,0,0,0,0,Puglia
6-gen,195,25.3,100,0,0,0,0,Puglia
7-gen,169,5.4,0,0,100,0,0,Puglia
8-gen,168,-1.4,0,0,100,0,0,Puglia
9-gen,197,19.5,0,100,0,0,0,Puglia
10-gen,203,10.3,0,100,0,0,0,Puglia
11-gen,202,10.4,0,0,100,0,0,Puglia
12-gen,207,8,0,0,100,0,0,Puglia
13-gen,194,-0.1,0,0,100,0,0,Puglia
14-gen,216,28,0,0,100,0,0,Puglia
15-gen,215,28.1,0,0,100,0,0,Puglia
16-gen,205,4.1,0,0,100,0,0,Puglia
17-gen,199,-1.8,0,100,0,0,0,Puglia
18-gen,193,-4.5,0,100,0,0,0,Puglia
19-gen,183,-11.6,0,100,0,0,0,Puglia
20-gen,185,-4.8,0,100,0,0,0,Puglia
21-gen,179,-17.5,0,100,0,0,0,Puglia
22-gen,172,-20.2,0,100,0,0,0,Puglia
23-gen,169,-17.8,0,100,0,0,0,Puglia
24-gen,170,-14.5,0,100,0,0,0,Puglia
25-gen,170,-12.1,0,100,0,0,0,Puglia
26-gen,174,-5,0,100,0,0,0,Puglia
27-gen,176,-5,0,100,0,0,0,Puglia
28-gen,173,-3.3,0,100,0,0,0,Puglia
29-gen,174,1.5,0,100,0,0,0,Puglia
30-gen,170,0.7,0,100,0,0,0,Puglia
31-gen,173,1.7,0,100,0,0,0,Puglia
1-feb,173,1.4,0,100,0,0,0,Puglia
2-feb,170,-2.4,0,100,0,0,0,Puglia
3-feb,165,-6.2,0,100,0,0,0,Puglia
4-feb,160,-7.3,0,100,0,0,0,Puglia
5-feb,164,-5.9,0,100,0,0,0,Puglia
6-feb,165,-2.9,0,100,0,0,0,Puglia
7-feb,157,-9,0,100,0,0,0,Puglia
8-feb,157,-8.8,0,100,0,0,0,Puglia
9-feb,152,-10.2,0,100,0,0,0,Puglia
10-feb,153,-7.2,0,100,0,0,0,Puglia
11-feb,160,-0.2,0,0,100,0,0,Puglia
12-feb,155,-5.5,0,0,100,0,0,Puglia
13-feb,155,-6,0,0,100,0,0,Puglia
14-feb,154,-1.9,0,0,100,0,0,Puglia
15-feb,154,-2.4,0,0,100,0,0,Puglia
16-feb,154,1.1,0,0,100,0,0,Puglia
17-feb,149,-2.2,0,0,100,0,0,Puglia
18-feb,139,-12.9,0,0,100,0,0,Puglia
19-feb,135,-12.5,0,0,100,0,0,Puglia
20-feb,134,-13.5,0,0,100,0,0,Puglia
21-feb,135,-12.6,0,0,100,0,0,Puglia
22-feb,135,-12.1,0,0,100,0,0,Puglia
23-feb,138,-10.2,0,0,100,0,0,Puglia
24-feb,141,-5.6,0,0,100,0,0,Puglia
25-feb,149,7,0,0,100,0,0,Puglia
26-feb,155,14.3,0,0,100,0,0,Puglia
27-feb,160,19.3,0,0,100,0,0,Puglia
28-feb,168,24.3,0,0,100,0,0,Puglia
1-mar,175,29.8,0,0,100,0,0,Puglia
2-mar,180,30.3,0,0,100,0,0,Puglia
3-mar,187,32.7,0,0,100,0,0,Puglia
4-mar,194,30.5,0,0,100,0,0,Puglia
5-mar,202,30.7,0,0,100,0,0,Puglia
6-mar,211,31.9,0,0,100,0,0,Puglia
7-mar,214,27.6,0,0,100,0,0,Puglia
8-mar,213,21.7,0,0,100,0,0,Puglia
9-mar,220,22,0,0,100,0,0,Puglia
10-mar,228,21.8,0,0,100,0,0,Puglia
11-mar,233,19.8,0,0,100,0,0,Puglia
12-mar,242,19.5,0,0,100,0,0,Puglia
13-mar,247,17,0,0,100,0,0,Puglia
14-mar,257,20.1,0,0,100,0,0,Puglia
15-mar,260,22.1,100,0,0,0,0,Puglia
16-mar,256,16.5,100,0,0,0,0,Puglia
17-mar,260,14.3,100,0,0,0,0,Puglia
18-mar,272,16.8,100,0,0,0,0,Puglia
19-mar,272,12.5,100,0,0,0,0,Puglia
20-mar,279,12.9,100,0,0,0,0,Puglia
21-mar,279,8.6,100,0,0,0,0,Puglia
22-mar,283,8.6,100,0,0,0,0,Puglia
23-mar,296,15.7,100,0,0,0,0,Puglia
24-mar,296,13.6,100,0,0,0,0,Puglia
25-mar,294,8.3,100,0,0,0,0,Puglia
26-mar,304,11.8,100,0,0,0,0,Puglia
27-mar,305,9.1,100,0,0,0,0,Puglia
28-mar,311,11.3,100,0,0,0,0,Puglia
29-mar,309,9.5,100,0,0,0,0,Puglia
30-mar,306,3.2,100,0,0,0,0,Puglia
31-mar,312,5.6,100,0,0,0,0,Puglia
1-apr,321,9,100,0,0,0,0,Puglia
2-apr,318,4.5,100,0,0,0,0,Puglia
3-apr,321,5.4,100,0,0,0,0,Puglia
4-apr,317,2,100,0,0,0,0,Puglia
5-apr,314,1.6,100,0,0,0,0,Puglia
6-apr,288,-6,100,0,0,0,0,Puglia
7-apr,270,-13.7,100,0,0,0,0,Puglia
8-apr,260,-19.1,100,0,0,0,0,Puglia
9-apr,253,-20.4,100,0,0,0,0,Puglia
10-apr,245,-23.9,100,0,0,0,0,Puglia
11-apr,238,-25.1,100,0,0,0,0,Puglia
12-apr,241,-23.3,100,0,0,0,0,Puglia
13-apr,259,-9.8,100,0,0,0,0,Puglia
14-apr,265,-1.6,100,0,0,0,0,Puglia
15-apr,263,1.2,100,0,0,0,0,Puglia
16-apr,256,1.2,100,0,0,0,0,Puglia
17-apr,249,1.9,100,0,0,0,0,Puglia
18-apr,247,3.9,100,0,0,0,0,Puglia
19-apr,241,0,100,0,0,0,0,Puglia
20-apr,241,-7.2,100,0,0,0,0,Puglia
21-apr,232,-12.6,100,0,0,0,0,Puglia
22-apr,233,-11.4,100,0,0,0,0,Puglia
23-apr,237,-7.6,100,0,0,0,0,Puglia
24-apr,230,-7.7,100,0,0,0,0,Puglia
25-apr,228,-7.7,100,0,0,0,0,Puglia
26-apr,225,-6.6,0,100,0,0,0,Puglia
27-apr,222,-7.8,0,100,0,0,0,Puglia
28-apr,226,-2.8,0,100,0,0,0,Puglia
29-apr,216,-7.4,0,100,0,0,0,Puglia
30-apr,207,-12.7,0,100,0,0,0,Puglia
1-mag,204,-11.4,0,100,0,0,0,Puglia
2-mag,194,-15.1,0,100,0,0,0,Puglia
3-mag,190,-15.7,0,100,0,0,0,Puglia
4-mag,189,-14.8,0,100,0,0,0,Puglia
5-mag,186,-17.4,0,100,0,0,0,Puglia
6-mag,170,-20.9,0,100,0,0,0,Puglia
7-mag,158,-23.4,0,100,0,0,0,Puglia
8-mag,155,-24.1,0,100,0,0,0,Puglia
9-mag,150,-22.3,0,100,0,0,0,Puglia
10-mag,148,-22,0,0,100,0,0,Puglia
11-mag,139,-26.3,0,0,100,0,0,Puglia
12-mag,125,-32.8,0,0,100,0,0,Puglia
13-mag,117,-31.4,0,0,100,0,0,Puglia
14-mag,110,-30.6,0,0,100,0,0,Puglia
15-mag,99,-35.7,0,0,100,0,0,Puglia
16-mag,93,-38,0,0,100,0,0,Puglia
17-mag,91,-38.8,0,0,100,0,0,Puglia
18-mag,84,-40,0,0,100,0,0,Puglia
19-mag,79,-36.9,0,0,100,0,0,Puglia
20-mag,75,-36.2,0,0,100,0,0,Puglia
21-mag,69,-37.3,0,0,100,0,0,Puglia
22-mag,65,-35,0,0,100,0,0,Puglia
23-mag,61,-34.2,0,0,100,0,0,Puglia
24-mag,59,-34.4,0,0,100,0,0,Puglia
25-mag,57,-31.7,0,0,100,0,0,Puglia
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-ott,30,226,0,0,0,0,0,Basilicata
2-ott,30,163.5,0,0,0,0,0,Basilicata
3-ott,35,123.5,0,0,0,0,0,Basilicata
4-ott,29,24.6,0,0,0,0,0,Basilicata
5-ott,30,24.2,0,0,0,0,0,Basilicata
6-ott,30,30.6,0,0,0,0,0,Basilicata
7-ott,26,4.3,0,0,0,0,0,Basilicata
8-ott,24,-17.8,0,0,0,0,0,Basilicata
9-ott,26,-15.7,0,0,0,0,0,Basilicata
10-ott,23,-32.6,0,0,0,0,0,Basilicata
11-ott,23,-19.1,0,0,0,0,0,Basilicata
12-ott,23,-24.4,0,0,0,0,0,Basilicata
13-ott,23,-21,0,0,0,0,0,Basilicata
14-ott,22,-15.9,0,0,0,0,0,Basilicata
15-ott,25,2.2,0,0,0,0,0,Basilicata
16-ott,31,22.9,0,0,0,0,0,Basilicata
17-ott,35,50,0,0,0,0,0,Basilicata
18-ott,41,78.7,0,0,0,0,0,Basilicata
19-ott,43,91.9,0,0,0,0,0,Basilicata
20-ott,45,93,0,0,0,0,0,Basilicata
21-ott,59,164.8,0,0,0,0,0,Basilicata
22-ott,67,169.3,0,0,0,0,0,Basilicata
23-ott,73,132.6,0,0,0,0,0,Basilicata
24-ott,72,104.7,0,0,0,0,0,Basilicata
25-ott,77,85.9,0,0,0,0,0,Basilicata
26-ott,75,71.4,0,0,0,0,0,Basilicata
27-ott,85,89.5,0,0,0,0,0,Basilicata
28-ott,92,55.7,0,0,0,0,0,Basilicata
29-ott,92,37.1,0,0,0,0,0,Basilicata
30-ott,94,28.3,0,0,0,0,0,Basilicata
31-ott,106,47.6,0,0,0,0,0,Basilicata
1-nov,119,54.7,0,0,0,0,0,Basilicata
2-nov,138,85.3,0,0,0,0,0,Basilicata
3-nov,143,66.9,0,0,0,0,0,Basilicata
4-nov,162,76.3,0,0,0,0,0,Basilicata
5-nov,171,85,0,0,0,0,0,Basilicata
6-nov,199,112.5,0,0,100,0,0,Basilicata
7-nov,197,85.9,0,0,100,0,0,Basilicata
8-nov,214,79.8,0,0,100,0,0,Basilicata
9-nov,218,58.1,0,0,100,0,0,Basilicata
10-nov,241,68.6,0,0,100,0,0,Basilicata
11-nov,230,41.9,0,100,0,0,0,Basilicata
12-nov,242,41.7,0,100,0,0,0,Basilicata
13-nov,253,27,0,100,0,0,0,Basilicata
14-nov,282,43.2,0,100,0,0,0,Basilicata
15-nov,266,24,0,100,0,0,0,Basilicata
16-nov,265,21.4,0,100,0,0,0,Basilicata
17-nov,273,13.6,0,100,0,0,0,Basilicata
18-nov,286,24.3,0,100,0,0,0,Basilicata
19-nov,298,23.2,0,100,0,0,0,Basilicata
20-nov,282,11.7,0,100,0,0,0,Basilicata
21-nov,281,-0.2,0,100,0,0,0,Basilicata
22-nov,291,9.3,0,100,0,0,0,Basilicata
23-nov,278,4.9,0,100,0,0,0,Basilicata
24-nov,276,1.2,0,100,0,0,0,Basilicata
25-nov,293,2.6,0,100,0,0,0,Basilicata
26-nov,285,-4.4,0,100,0,0,0,Basilicata
27-nov,285,1,0,100,0,0,0,Basilicata
28-nov,277,-1.6,0,100,0,0,0,Basilicata
29-nov,270,-7,0,100,0,0,0,Basilicata
30-nov,276,-0.5,0,100,0,0,0,Basilicata
1-dic,257,-6.9,0,100,0,0,0,Basilicata
2-dic,226,-23,0,100,0,0,0,Basilicata
3-dic,208,-27,0,100,0,0,0,Basilicata
4-dic,194,-31.8,0,100,0,0,0,Basilicata
5-dic,179,-35.3,0,100,0,0,0,Basilicata
6-dic,163,-39.9,0,100,0,0,0,Basilicata
7-dic,165,-40.3,0,100,0,0,0,Basilicata
8-dic,147,-42.7,0,100,0,0,0,Basilicata
9-dic,125,-44.6,0,100,0,0,0,Basilicata
10-dic,110,-47.4,0,100,0,0,0,Basilicata
11-dic,103,-47.2,0,100,0,0,0,Basilicata
12-dic,94,-47.4,0,100,0,0,0,Basilicata
13-dic,89,-45.5,0,0,100,0,0,Basilicata
14-dic,81,-50.8,0,0,100,0,0,Basilicata
15-dic,82,-44.5,0,0,100,0,0,Basilicata
16-dic,93,-25.8,0,0,100,0,0,Basilicata
17-dic,115,5.2,0,0,100,0,0,Basilicata
18-dic,110,6.8,0,0,100,0,0,Basilicata
19-dic,106,12.6,0,0,100,0,0,Basilicata
20-dic,110,24.5,0,0,100,0,0,Basilicata
21-dic,103,26.5,0,0,100,0,0,Basilicata
22-dic,104,27.5,0,0,100,0,0,Basilicata
23-dic,105,13.2,0,0,100,0,0,Basilicata
24-dic,102,-11.1,100,0,0,0,0,Basilicata
25-dic,102,-7.2,100,0,0,0,0,Basilicata
26-dic,94,-11.2,100,0,0,0,0,Basilicata
27-dic,83,-25.2,100,0,0,0,0,Basilicata
28-dic,81,-21.1,0,100,0,0,0,Basilicata
29-dic,81,-22.6,0,100,0,0,0,Basilicata
30-dic,83,-20.7,0,100,0,0,0,Basilicata
31-dic,82,-20.1,100,0,0,0,0,Basilicata
1-gen,98,-3.9,100,0,0,0,0,Basilicata
2-gen,100,6.4,100,0,0,0,0,Basilicata
3-gen,113,37.4,100,0,0,0,0,Basilicata
4-gen,118,45.3,0,100,0,0,0,Basilicata
5-gen,116,43.2,100,0,0,0,0,Basilicata
6-gen,133,60.1,100,0,0,0,0,Basilicata
7-gen,118,44,0,0,100,0,0,Basilicata
8-gen,118,20.7,0,0,100,0,0,Basilicata
9-gen,137,36.6,0,100,0,0,0,Basilicata
10-gen,142,25.1,0,100,0,0,0,Basilicata
11-gen,149,26.4,0,0,100,0,0,Basilicata
12-gen,169,46.3,0,0,100,0,0,Basilicata
13-gen,144,7.9,0,0,100,0,0,Basilicata
14-gen,149,26.5,0,0,100,0,0,Basilicata
15-gen,135,14.1,0,0,100,0,0,Basilicata
16-gen,124,-9.2,0,0,100,0,0,Basilicata
17-gen,114,-19.9,0,0,100,0,0,Basilicata
18-gen,100,-32.5,0,0,100,0,0,Basilicata
19-gen,81,-52.2,0,0,100,0,0,Basilicata
20-gen,78,-45.7,0,0,100,0,0,Basilicata
21-gen,73,-51.3,0,0,100,0,0,Basilicata
22-gen,68,-49.8,0,0,100,0,0,Basilicata
23-gen,62,-49.8,0,0,100,0,0,Basilicata
24-gen,62,-45.2,0,0,100,0,0,Basilicata
25-gen,74,-26.4,0,0,100,0,0,Basilicata
26-gen,74,-9,0,0,100,0,0,Basilicata
27-gen,77,-1.9,0,0,100,0,0,Basilicata
28-gen,74,1.5,0,0,100,0,0,Basilicata
29-gen,73,7.3,0,0,100,0,0,Basilicata
30-gen,75,19.3,0,0,100,0,0,Basilicata
31-gen,71,14.1,0,0,100,0,0,Basilicata
1-feb,60,-18.3,0,0,100,0,0,Basilicata
2-feb,60,-18.6,0,0,100,0,0,Basilicata
3-feb,59,-23.3,0,0,100,0,0,Basilicata
4-feb,64,-13.6,0,0,100,0,0,Basilicata
5-feb,72,-1.3,0,0,100,0,0,Basilicata
6-feb,74,-0.2,0,0,100,0,0,Basilicata
7-feb,83,17,0,0,100,0,0,Basilicata
8-feb,83,38.1,0,0,100,0,0,Basilicata
9-feb,93,54.9,0,0,100,0,0,Basilicata
10-feb,98,65.8,0,0,100,0,0,Basilicata
11-feb,104,63.2,0,0,100,0,0,Basilicata
12-feb,104,45.2,0,0,100,0,0,Basilicata
13-feb,104,39.6,0,0,100,0,0,Basilicata
14-feb,103,24.2,0,0,100,0,0,Basilicata
15-feb,106,26.7,0,0,100,0,0,Basilicata
16-feb,101,8.9,0,0,100,0,0,Basilicata
17-feb,99,1.9,0,0,100,0,0,Basilicata
18-feb,101,-2.6,0,0,100,0,0,Basilicata
19-feb,109,5.3,0,0,100,0,0,Basilicata
20-feb,110,6.2,0,0,100,0,0,Basilicata
21-feb,108,5.1,0,0,100,0,0,Basilicata
22-feb,111,4.7,0,0,100,0,0,Basilicata
23-feb,124,22.4,0,0,100,0,0,Basilicata
24-feb,138,39.3,0,0,100,0,0,Basilicata
25-feb,141,39.4,0,0,100,0,0,Basilicata
26-feb,132,20.5,0,0,100,0,0,Basilicata
27-feb,138,25,0,0,100,0,0,Basilicata
28-feb,144,33,0,0,100,0,0,Basilicata
1-mar,150,36,100,0,0,0,0,Basilicata
2-mar,150,21.1,100,0,0,0,0,Basilicata
3-mar,142,2.6,100,0,0,0,0,Basilicata
4-mar,142,0.6,100,0,0,0,0,Basilicata
5-mar,156,18.1,100,0,0,0,0,Basilicata
6-mar,166,20.8,100,0,0,0,0,Basilicata
7-mar,174,20.8,100,0,0,0,0,Basilicata
8-mar,166,10.1,100,0,0,0,0,Basilicata
9-mar,172,14.9,100,0,0,0,0,Basilicata
10-mar,170,19.9,100,0,0,0,0,Basilicata
11-mar,176,24,100,0,0,0,0,Basilicata
12-mar,171,10.1,100,0,0,0,0,Basilicata
13-mar,164,-1.4,100,0,0,0,0,Basilicata
14-mar,157,-9.9,100,0,0,0,0,Basilicata
15-mar,164,-0.9,0,100,0,0,0,Basilicata
16-mar,161,-6.3,0,100,0,0,0,Basilicata
17-mar,163,-4.2,0,100,0,0,0,Basilicata
18-mar,168,-4.2,0,100,0,0,0,Basilicata
19-mar,164,-4.5,0,100,0,0,0,Basilicata
20-mar,166,1,0,100,0,0,0,Basilicata
21-mar,166,5.7,0,100,0,0,0,Basilicata
22-mar,158,-3.7,0,100,0,0,0,Basilicata
23-mar,150,-7,0,100,0,0,0,Basilicata
24-mar,148,-9.4,0,100,0,0,0,Basilicata
25-mar,135,-20.1,0,100,0,0,0,Basilicata
26-mar,140,-14.8,0,100,0,0,0,Basilicata
27-mar,137,-17.3,0,100,0,0,0,Basilicata
28-mar,144,-13.1,0,100,0,0,0,Basilicata
29-mar,146,-7.7,0,100,0,0,0,Basilicata
30-mar,147,-1.8,0,100,0,0,0,Basilicata
31-mar,153,3.7,0,100,0,0,0,Basilicata
1-apr,167,24.2,0,100,0,0,0,Basilicata
2-apr,171,22.8,0,100,0,0,0,Basilicata
3-apr,164,19.9,100,0,0,0,0,Basilicata
4-apr,159,10.1,100,0,0,0,0,Basilicata
5-apr,156,6.8,100,0,0,0,0,Basilicata
6-apr,136,-7.4,0,100,0,0,0,Basilicata
7-apr,135,-12,0,100,0,0,0,Basilicata
8-apr,132,-21.2,0,100,0,0,0,Basilicata
9-apr,139,-19.1,0,100,0,0,0,Basilicata
10-apr,153,-7,0,100,0,0,0,Basilicata
11-apr,176,11,0,100,0,0,0,Basilicata
12-apr,187,20.2,0,100,0,0,0,Basilicata
13-apr,217,59,0,100,0,0,0,Basilicata
14-apr,229,69.8,0,100,0,0,0,Basilicata
15-apr,239,81.6,0,100,0,0,0,Basilicata
16-apr,234,68.8,0,100,0,0,0,Basilicata
17-apr,242,58.6,0,100,0,0,0,Basilicata
18-apr,223,26.6,0,100,0,0,0,Basilicata
19-apr,218,16.6,0,100,0,0,0,Basilicata
20-apr,212,-2.3,0,100,0,0,0,Basilicata
21-apr,205,-10.7,0,100,0,0,0,Basilicata
22-apr,203,-15.2,0,100,0,0,0,Basilicata
23-apr,205,-12.3,0,100,0,0,0,Basilicata
24-apr,194,-19.8,0,100,0,0,0,Basilicata
25-apr,197,-11.6,0,100,0,0,0,Basilicata
26-apr,198,-9.3,0,100,0,0,0,Basilicata
27-apr,188,-11.3,0,100,0,0,0,Basilicata
28-apr,190,-7,0,100,0,0,0,Basilicata
29-apr,184,-9.5,0,100,0,0,0,Basilicata
30-apr,180,-12,0,100,0,0,0,Basilicata
1-mag,188,-3.2,0,100,0,0,0,Basilicata
2-mag,172,-12.7,0,100,0,0,0,Basilicata
3-mag,168,-15.1,0,100,0,0,0,Basilicata
4-mag,165,-12.3,0,100,0,0,0,Basilicata
5-mag,163,-14.6,0,100,0,0,0,Basilicata
6-mag,157,-14.3,0,100,0,0,0,Basilicata
7-mag,148,-18.1,0,100,0,0,0,Basilicata
8-mag,133,-29.4,0,100,0,0,0,Basilicata
9-mag,138,-20.2,0,100,0,0,0,Basilicata
10-mag,137,-18.4,0,0,100,0,0,Basilicata
11-mag,139,-15.9,0,0,100,0,0,Basilicata
12-mag,129,-20.7,0,0,100,0,0,Basilicata
13-mag,120,-23.7,0,0,100,0,0,Basilicata
14-mag,119,-19.5,0,0,100,0,0,Basilicata
15-mag,119,-10.2,0,0,100,0,0,Basilicata
16-mag,117,-14.7,0,0,100,0,0,Basilicata
17-mag,116,-15.4,0,0,100,0,0,Basilicata
18-mag,117,-15.8,0,0,100,0,0,Basilicata
19-mag,107,-17.3,0,0,100,0,0,Basilicata
20-mag,100,-16.9,0,0,100,0,0,Basilicata
21-mag,90,-24.1,0,0,100,0,0,Basilicata
22-mag,81,-32.3,0,0,100,0,0,Basilicata
23-mag,71,-39.6,0,0,100,0,0,Basilicata
24-mag,68,-40.9,0,0,100,0,0,Basilicata
25-mag,62,-46.6,0,0,100,0,0,Basilicata
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
